date,MINTEMP,MAXTEMP,HUMIDITY,OT,fact
2018-04-09 06:00:00,17,27.0,50,80,"Sunny intervals and cloudy, relatively dry air; temperature 17-27°C; easterly wind level 2-3; relative humidity 50%-80%."
2018-04-09 11:00:00,21,27.0,50,80,"Sunny intervals and cloudy, with dry air; temperature 21-27°C; easterly wind of 2-3 levels; relative humidity 50%-80%."
2018-04-09 16:00:00,20,28.0,50,80,"Cloudy and sunny intervals, with light fog in the morning and evening; temperature 20-28°C; easterly wind of grade 2-3; relative humidity 50%-80%."
2018-04-10 06:00:00,20,28.0,50,90,"Cloudy and sunny intervals, with light fog in the morning and evening; temperature 20-28°C; easterly wind of 2-3 levels; relative humidity 50%-90%."
2018-04-10 11:00:00,24,29.0,50,90,Cloudy with breaks of sunny intervals; temperature 24-29°C; southerly wind of grade 2-3; relative humidity 50%-90%.
2018-04-10 16:00:00,22,30.0,50,95,"It's cloudy, with light fog in the morning and evening; the temperature is 22-30°C; southerly wind of grade 2-3; the relative humidity is 50%-95%."
2018-04-11 06:00:00,22,30.0,50,95,"Cloudy, with light mist in the morning and evening; temperature 22-30°C; southerly wind of grade 2-3; relative humidity 50%-95%."
2018-04-11 11:00:00,24,30.0,50,85,Cloudy; temperature 24-30°C; south wind 2-3 levels; relative humidity 50%-85%.
2018-04-11 16:00:00,22,29.0,60,85,"Cloudy, with light fog in the morning and evening; temperature 22-29°C; south wind level 2-3; relative humidity 60%-85%."
2018-04-12 06:00:00,23,29.0,60,90,Cloudy; temperature 23-29℃; south wind 2-3 levels; relative humidity 60%-90%.
2018-04-12 11:00:00,25,29.0,60,90,Cloudy; temperature 25-29°C; south wind 2-3 levels; relative humidity 60%-90%.
2018-04-12 16:00:00,23,29.0,65,90,"Cloudy, with light fog or mist in the morning and evening; temperature 23-29°C; south wind level 2-3; relative humidity 65%-90%."
2018-04-13 06:00:00,23,29.0,65,90,"Cloudy, with light fog or mist in the morning and evening; temperature 23-29°C; south wind level 2-3; relative humidity 65%-90%."
2018-04-13 11:00:00,27,30.0,65,90,Cloudy; temperature 27-30°C; south wind 2-3 levels; relative humidity 65%-90%.
2018-04-13 16:00:00,25,30.0,65,90,"It is cloudy, with light fog or mist in the morning and evening; the temperature is 25-30°C; the south wind is at grade 2-3; the relative humidity is 65%-90%."
2018-04-14 06:00:00,24,30.0,65,90,It's cloudy and there is fog along the coast in the morning and evening; the temperature is 24-30°C; the south wind is at grade 2-3; the relative humidity is 65%-90%.
2018-04-14 11:00:00,25,30.0,60,90,Cloudy; temperature 25-30°C; south wind level 2-3; relative humidity 60%-90%.
2018-04-14 16:00:00,20,25.0,70,95,"Overcast with scattered showers or thunderstorms. The temperature gradually drops from 25°C at 20:00 tonight to 20°C in the early morning tomorrow, and the daytime temperature tomorrow is 20-22°C; northerly wind of magnitude 3, and gusts of 6-7 in the eastern coastal areas; relative humidity is 70%-95%."
2018-04-15 06:00:00,20,22.0,70,95,"It is cloudy with intermittent showers or thunderstorms; the temperature is 20-22°C; the north wind is at level 3, and the gust in the eastern coastal area is 6-7 levels; the relative humidity is 70%-95%."
2018-04-15 11:00:00,18,21.0,70,95,"Overcast, with thunderstorms and heavy showers at times; temperature 18-21°C; northerly wind of magnitude 3 with gusts of 6-7 magnitudes; relative humidity 70%-95%."
2018-04-15 16:00:00,18,22.0,75,95,"Overcast, with moderate to heavy rain and local torrential rain; temperature 18-22°C; northeasterly wind of level 3; relative humidity 75%-95%."
2018-04-16 06:00:00,16,20.0,75,95,"Overcast sky, with intermittent light rain in the morning, and heavier rain for part of the afternoon; temperature 16-20°C; northeasterly wind 2-3 levels; relative humidity 75%-95%."
2018-04-16 11:00:00,16,18.0,75,95,"Overcast, with scattered showers; temperature 16-18°C; northeasterly wind of level 3; relative humidity 75%-95%."
2018-04-16 16:00:00,16,22.0,65,90,Light rain turning to overcast; temperature 16-22°C; northeast wind of grade 2-3; relative humidity 65%-90%.
2018-04-17 06:00:00,15,22.0,65,90,Scattered light rain turning cloudy; temperature 15-22°C; northeasterly wind of grade 2-3; relative humidity 65%-90%.
2018-04-17 11:00:00,20,25.0,65,85,Cloudy; temperature 20-25°C; northeasterly wind of 2-3 levels; relative humidity 65%-85%.
2018-04-17 16:00:00,19,26.0,60,85,Cloudy with partial sunshine visibility; temperature 19-26°C; east wind 2-3 levels; relative humidity 60%-85%.
2018-04-18 06:00:00,20,26.0,60,90,Overcast to partly cloudy with occasional light rain in some areas; temperature 20-26°C; east wind of 2-3 grades; relative humidity 60%-90%.
2018-04-18 11:00:00,23,26.0,60,90,Cloudy; temperature 23-26°C; east wind 2-3; relative humidity 60%-90%.
2018-04-18 16:00:00,21,28.0,60,90,"Cloudy, with light fog in the morning and evening; temperature 21-28°C; east wind level 2-3; relative humidity 60%-90%."
2018-04-19 06:00:00,21,27.0,60,90,"It is cloudy, with light fog in the morning and evening; temperature is 21-27°C; east wind is at 2-3 levels; relative humidity is 60%-90%."
2018-04-19 11:00:00,23,27.0,60,90,It is cloudy with light mist in the morning and evening; the temperature is 23-27°C; the east wind is at level 2-3; the relative humidity is 60%-90%.
2018-04-19 16:00:00,21,28.0,60,90,"Cloudy, with short-term showers at times, with light fog or mist in the morning and evening; temperature 21-28°C; easterly wind of grade 3; relative humidity 60%-90%."
2018-04-20 06:00:00,21,28.0,60,90,"Cloudy with short-term showers at times, and there is light fog or mist in the morning and evening; temperature 21-28°C; southeast wind level 3; relative humidity 60%-90%."
2018-04-20 11:00:00,21,27.0,60,90,"It is cloudy, with local short-term showers; temperature is 21-27°C; southeasterly wind is level 2-3; relative humidity is 60%-90%."
2018-04-20 16:00:00,22,27.0,60,90,"It's cloudy, with local short-term showers temporarily; the temperature is 22-27°C; the southeast wind is 2-3 levels; the relative humidity is 60%-90%."
2018-04-21 06:00:00,22,27.0,60,90,"Cloudy, with local short-term showers; temperature 22-27°C; southeast wind 2-3 grades; relative humidity 60%-90%."
2018-04-21 11:00:00,24,28.0,60,85,"Cloudy, with local short-term showers; temperature 24-28°C; southeast wind of 2-3 levels; relative humidity 60%-85%."
2018-04-21 16:00:00,23,30.0,60,90,"Cloudy and sunny intervals, with light mist or fog in the morning and evening; temperature 23-30°C; southeasterly wind of 2-3 levels; relative humidity 60%-90%."
2018-04-22 06:00:00,23,30.0,60,90,"Cloudy to partly sunny, with light fog or mist in the morning and evening; temperature 23-30°C; southeastern wind level 2-3; relative humidity 60%-90%."
2018-04-22 11:00:00,25,29.0,60,85,"Cloudy, with local light rain; temperature 25-29°C; southeast wind level 2-3; relative humidity 60%-85%."
2018-04-22 16:00:00,23,29.0,60,90,"Cloudy, with light fog in the morning and evening; temperature 23-29°C; southeastern wind of 2-3 levels; relative humidity 60%-90%."
2018-04-23 06:00:00,23,30.0,60,95,"Cloudy, with light fog in the morning and evening; temperature 23-30°C; southeast wind level 2; relative humidity 60%-95%."
2018-04-23 11:00:00,25,31.0,60,95,Cloudy; temperature 25-31°C; southeast wind level 2; relative humidity 60%-95%.
2018-04-23 16:00:00,21,26.0,60,95,It's a cloudy day with thunderstorms and sometimes heavy rain; the temperature is 21-26°C; the north wind is level 3; the relative humidity is 60%-95%.
2018-04-24 06:00:00,22,26.0,60,95,Overcast with thunderstorms and occasional heavy rain; temperature 22-26°C; northeasterly wind level 3; relative humidity 60%-95%.
2018-04-24 11:00:00,22,26.0,60,95,Thunderstorm showers turning cloudy; temperature 22-26°C; north wind level 3; relative humidity 60%-95%.
2018-04-24 16:00:00,22,27.0,60,95,Cloudy with intervals of overcast sky; temperature 22-27°C; north wind of level 3; relative humidity 60%-95%.
2018-04-25 06:00:00,22,27.0,60,95,Overcast turning to cloudy; temperature 22-27°C; northeasterly wind 2-3 levels; relative humidity 60%-95%.
2018-04-25 11:00:00,22,26.0,60,95,Overcast turning to cloudy; temperature 22-26°C; northeasterly wind 2-3 levels; relative humidity 60%-95%.
2018-04-25 16:00:00,22,26.0,60,95,"Cloudy with intervals of overcast, with occasional sporadic light rain; temperature 22-26°C; east-northeast wind of grade 2-3; relative humidity 60%-95%."
2018-04-26 06:00:00,22,26.0,60,95,"Cloudy with intervals of overcast, with occasional scattered light rain; temperature 22-26°C; easterly wind of magnitude 2 to 3; relative humidity 60%-95%."
2018-04-26 11:00:00,23,26.0,70,90,"Overcast with intervals of cloudy, with short-term showers; temperature 23-26°C; east wind level 2-3; relative humidity 70%-90%."
2018-04-26 16:00:00,22,26.0,70,95,Cloudy periods with scattered showers or thunderstorms; temperature 22-26°C; east wind of 2-3 levels; relative humidity 70%-95%.
2018-04-27 06:00:00,22,27.0,70,95,Overcast and partly cloudy with intermittent showers; temperature 22-27°C; east wind 2-3 levels; relative humidity 70%-95%.
2018-04-27 11:00:00,24,28.0,70,95,Overcast to cloudy with occasional scattered showers; temperature 24-28°C; east wind 2-3 levels; relative humidity 70%-95%.
2018-04-27 16:00:00,23,29.0,70,95,"Scattered showers turning cloudy to mostly cloudy, with light fog or mist in the morning and evening; temperature 23-29°C; east wind 2-3 levels; relative humidity 70%-95%."
2018-04-28 06:00:00,23,29.0,70,95,Scattered showers turning cloudy; temperature 23-29°C; east wind 2-3 grades; relative humidity 70%-95%.
2018-04-28 11:00:00,23,28.0,70,95,"Cloudy, with occasional sporadic light rain; temperature 23-28°C; east wind level 2-3; relative humidity 70%-95%."
2018-04-28 16:00:00,23,29.0,70,95,"Overcast to cloudy with intervals, locally with occasional scattered light rain, light fog in the morning and evening; temperature 23-29°C; southeasterly wind Level 2-3; relative humidity 70%-95%."
2018-04-29 06:00:00,23,29.0,70,95,"It is cloudy, with occasional short-term showers locally and light fog in the morning and evening; the temperature is 23-29°C; southeasterly wind of grade 2-3; relative humidity is 70%-95%."
2018-04-29 11:00:00,25,30.0,60,80,Cloudy; temperature 25-30°C; southeastern wind 2-3 levels; relative humidity 60%-80%.
2018-04-29 16:00:00,23,29.0,65,95,"It is cloudy, with light fog in the morning and evening, and local short-term showers in the afternoon; temperature 23-29°C; southeastern wind of 2-3 levels; relative humidity 65%-95%."
2018-04-30 06:00:00,23,29.0,65,95,"Cloudy, with short-term showers at times, and light fog in the morning and evening; temperature 23-29 °C; southeast wind 2-3 levels; relative humidity 65%-95%."
2018-04-30 11:00:00,27,30.0,65,95,"Cloudy, with short-term showers at times; temperature 27-30°C; southeastern wind level 2-3; relative humidity 65%-95%."
2018-04-30 16:00:00,24,31.0,65,95,"It is cloudy, with local short-term showers at times; temperature 24-31°C; southeasterly wind of grade 2-3; relative humidity 65%-95%."
2018-05-01 06:00:00,24,31.0,65,95,"It is cloudy, with local short-term showers at intervals; the temperature is 24-31°C; the southeast wind is of 2-3 levels; the relative humidity is 65%-95%."
2018-05-01 11:00:00,26,31.0,65,95,"It is cloudy, with local short-term showers occasionally; the temperature is 26-31°C; the southeast wind is 2-3 levels; the relative humidity is 65%-95%."
2018-05-01 16:00:00,25,31.0,65,95,"Cloudy, with short-term showers or thunderstorms at times; temperature 25-31°C; southeasterly wind of 2-3 levels; relative humidity 65%-95%."
2018-05-02 06:00:00,25,31.0,65,95,"Cloudy, with short-term showers or thunderstorms sometimes; temperature 25-31°C; southeastern wind level 2; relative humidity 65%-95%."
2018-05-02 11:00:00,28,31.0,65,90,"Cloudy, with short-term showers or thunderstorms occasionally; temperature 28-31°C; southeast wind level 2; relative humidity 65%-90%."
2018-05-02 16:00:00,24,31.0,60,95,"Cloudy and partly cloudy with intervals, with showers or thunderstorms; temperature 24-31°C; northeast wind level 2-3; relative humidity 60%-95%."
2018-05-03 06:00:00,25,31.0,60,95,Cloudy to overcast with showers or thunderstorms; temperature 25-31℃; northeasterly wind of grade 2-3; relative humidity 60%-95%.
2018-05-03 11:00:00,26,33.0,60,95,Cloudy with occasional showers; temperature 26-31°C; northeasterly wind 2-3 levels; relative humidity 60%-95%.
2018-05-03 16:00:00,24,29.0,65,95,"Showers turning to cloudy; temperature 24-29°C; easterly wind of 3-4 levels, gusts of 6-7 levels in coastal and highland areas; relative humidity 65%-95%."
2018-05-04 06:00:00,22,29.0,65,95,Scattered showers turning cloudy; temperature 22-29°C; east wind 3-4 levels; relative humidity 65%-95%.
2018-05-04 11:00:00,26,30.0,65,95,Cloudy; temperature 26-30°C; southeasterly wind of 2-3 grades; relative humidity 65%-95%.
2018-05-04 16:00:00,23,30.0,65,95,"Cloudy, with occasional short-term showers; temperature 23-30°C; southeasterly wind of grade 2-3; relative humidity 65%-90%."
2018-05-05 06:00:00,23,30.0,65,85,"Cloudy, with local short-term showers at times; temperature 23-30°C; southeasterly wind 2-3 levels; relative humidity 65%-85%."
2018-05-05 11:00:00,28,31.0,65,85,"Cloudy, with occasional short-term showers; temperature 28-31°C; southeastern wind 2-3 levels; relative humidity 65%-85%."
2018-05-05 16:00:00,25,31.0,65,85,"Cloudy, with local short-term showers at times; temperature 25-31°C; south wind 2-3 levels; relative humidity 65%-85%."
2018-05-06 06:00:00,25,30.0,65,85,"Cloudy, with short-term showers at times; temperature 25-30°C; south wind of 2-3 levels; relative humidity 65%-85%."
2018-05-06 11:00:00,26,31.0,65,85,"Cloudy, with short-term showers; temperature 26-31°C; south wind 2-3 levels; relative humidity 65%-85%."
2018-05-06 16:00:00,25,30.0,65,95,"Overcast, with heavy rain and local torrential rain; temperature 25-30°C; south wind level 2-3; relative humidity 65%-95%."
2018-05-07 06:00:00,25,30.0,65,95,"Cloudy with intervals of overcast, with moderate rain locally heavy; temperature 25-30°C; south wind 2-3 levels; relative humidity 65%-95%."
2018-05-07 11:00:00,25,30.0,65,95,"Cloudy, with showers or thunderstorms; temperature 25-30°C; south wind level 2-3; relative humidity 65%-95%."
2018-05-07 16:00:00,24,28.0,75,95,"Overcast, with heavy rain, local torrential rain, with thunderstorms and local short-term strong winds of magnitude 7 at some times; temperature 24-28°C; south wind of magnitude 2-3; relative humidity 75%-95%."
2018-05-08 06:00:00,23,28.0,75,95,Overcast to cloudy with occasional showers or thunderstorms; temperature 23-28°C; southerly wind at 2-3 levels; relative humidity 75%-95%.
2018-05-08 11:00:00,23,29.0,65,95,Overcast to cloudy with scattered showers or thunderstorms; temperature 23-29°C; northeasterly wind 2-3 levels; relative humidity 65%-95%.
2018-05-08 16:00:00,22,26.0,65,95,"Overcast to cloudy with moderate to heavy rain, accompanied by thunderstorms; temperature 22-26°C; northeasterly wind of 2-3 levels, gusts of 6-7 levels in coastal and highland areas; relative humidity 65%-95%."
2018-05-09 06:00:00,23,26.0,65,95,"Overcast, with moderate to heavy rain and accompanied by thunderstorms; temperature 23-26°C; northeasterly wind of 2-3 levels, with gusts of 6-7 levels; relative humidity 65%-95%."
2018-05-09 11:00:00,24,28.0,65,95,"Cloudy, with showers or thunderstorms; temperature 24-26°C; northeasterly wind of 2-3 levels, gusts of 6-7 levels along the coast and highlands; relative humidity 65%-95%."
2018-05-09 16:00:00,23,28.0,65,95,"Overcast to cloudy with intermittent showers; temperature 23-28°C; east wind of grade 2-3, gusts of 6-7 in coastal and highland areas; relative humidity 65%-95%."
2018-05-10 06:00:00,23,27.0,65,95,"Overcast with intervals of cloudy, occasional short-term showers locally; temperature 23-27°C; east wind of grade 3, gusts of 6-7 grades along the coast and highlands; relative humidity 65%-95%."
2018-05-10 11:00:00,23,27.0,65,95,"Overcast to cloudy with intermittent short-term showers occasionally; temperature 23-27°C; east wind of 2-3 levels, gusts of 6-7 levels along the coast and highlands; relative humidity 65%-95%."
2018-05-10 16:00:00,23,28.0,70,90,It's cloudy and there are short-term showers at some times; temperature is 23-28°C; east wind of 2-3 levels and the wind force is gradually weakening; relative humidity is 70%-90%.
2018-05-11 06:00:00,23,28.0,70,90,"Cloudy, with occasional short-term showers; temperature 23-28°C; east wind 2-3 levels; relative humidity 70%-90%."
2018-05-11 11:00:00,25,28.0,70,85,"It is cloudy, with local short-term showers at some places; temperature 25-28°C; east wind 2-3 levels; relative humidity 70%-85%."
2018-05-11 16:00:00,24,30.0,60,85,"Cloudy, with local short-term showers; temperature 24-30°C; east wind 2-3 levels; relative humidity 60%-85%."
2018-05-12 06:00:00,24,30.0,65,85,It is cloudy and there are local short-term showers in some areas; the temperature is 24-30°C; the east wind is level 2-3; the relative humidity is 65%-85%.
2018-05-12 11:00:00,26,30.0,55,80,Cloudy and partly sunny; temperature 26-30°C; east wind 2-3 levels; relative humidity 55%-80%.
2018-05-12 16:00:00,25,32.0,60,90,Cloudy and sunny intervals; temperature 25-32°C; south wind 2-3 levels; relative humidity 60%-90%.
2018-05-13 06:00:00,25,32.0,60,90,Cloudy to partly sunny; temperature 25-32°C; south wind 2-3 levels; relative humidity 60%-90%.
2018-05-13 11:00:00,27,32.0,60,90,"Mostly cloudy to partly sunny; temperature 27-32°C, with the highest temperature reaching 33°C in some areas; southerly winds of 2 to 3 levels; relative humidity 60%-90%."
2018-05-13 16:00:00,25,32.0,55,95,"Sunny intervals with cloudy periods, light fog in the morning and evening, and local heat thunderstorms in the afternoon; temperature 25-32°C, with the highest temperature of 33°C in the northern and densely populated areas; southerly wind of 2-3 levels; relative humidity 55%-95%."
2018-05-14 06:00:00,26,32.0,55,95,"Sunny intervals and cloudy, with local hot thunderstorms in the afternoon; temperature 26-32°C, with the highest temperature of 33°C in the northern and densely populated areas; southerly wind 2-3; relative humidity 55%-95%."
2018-05-14 11:00:00,28,32.0,55,95,"Sunny intervals with cloudy periods, and local thunderstorms in the afternoon; temperature 28-32°C; south wind level 2-3; relative humidity 55%-95%."
2018-05-14 16:00:00,26,32.0,55,95,"Sunny intervals and cloudy, with local thunderstorms in the afternoon; temperature 26-32°C, 1-2°C higher in the north and densely populated areas; southerly wind of 2-3 levels; relative humidity 55%-95%."
2018-05-15 06:00:00,26,32.0,55,95,"Sunny intervals with cloudy periods, and local thunderstorms in the afternoon; temperature range from 26 to 32°C, and 1-2°C higher in the northern and densely populated areas; southerly wind of 2-3 levels; relative humidity of 55% to 95%."
2018-05-15 11:00:00,26,32.0,55,95,"Sunny intervals and cloudy, with local short-term showers or thunderstorms in the afternoon; temperature 26-32°C, 1-2°C higher in the northern and densely populated areas; southerly wind of grade 2-3; relative humidity 55%-95%."
2018-05-15 16:00:00,26,32.0,55,95,"It's cloudy, and there are local short-term thunder showers; the temperature is 26-32°C, and 1-2°C higher in the central and northern parts and populated areas; the southerly wind is of magnitude 2-3; the relative humidity is 55%-95%."
2018-05-16 06:00:00,26,32.0,55,95,"Cloudy, with local short-term thunderstorms; temperature 26-32°C, 1-2°C higher in central-north and densely populated areas; southerly wind of 2-3 levels; relative humidity of 55%-95%."
2018-05-16 11:00:00,28,32.0,55,75,"Sunny intervals and cloudy; temperature 28-32°C, slightly higher by 1-2°C in central and northern areas and densely populated areas; southerly wind of 2-3 levels; relative humidity 55%-75%."
2018-05-16 16:00:00,26,32.0,60,90,"Sunny intervals with cloudy periods, and there may be local short-term showers; temperature is 26-32°C; south wind of 2-3 levels; relative humidity is 60%-90%."
2018-05-17 06:00:00,26,32.0,60,90,"Sunny intervals with cloudy spells, local short-term showers at times; temperature range 26-32°C; southerly wind of 2-3 levels; relative humidity 60%-90%."
2018-05-17 11:00:00,28,32.0,60,90,Sunny intervals and cloudy; temperature 28-32°C; south wind level 2-3; relative humidity 60%-90%.
2018-05-17 16:00:00,26,32.0,60,90,Sunny intervals and cloudy; temperature 26-32°C; south wind 2-3 levels; relative humidity 60%-90%.
2018-05-18 06:00:00,27,32.0,60,90,"Sunny intervals and cloudy; temperature 27-32°C, 1-2°C higher in the northern area and densely populated areas; southerly wind of 2-3 levels; relative humidity 60%-90%."
2018-05-18 11:00:00,29,32.0,60,85,"Fair to partly cloudy; temperature 29-32°C, with the highest temperature in the northern and densely populated areas 1-2°C higher; southerly wind of 2-3 levels; relative humidity 60%-85%."
2018-05-18 16:00:00,27,33.0,60,90,"Sunny intervals and cloudy; temperature 27-33°C, 1-2°C higher for the highest temperature in the northern and densely populated areas; southerly wind of 2-3 levels; relative humidity 60%-90%."
2018-05-19 06:00:00,27,33.0,60,90,"Sunny intervals and cloudy; temperature 27-33°C, and the highest temperature in the northern and densely populated areas is 1-2°C higher; southerly wind of 2-3 levels; relative humidity 60%-90%."
2018-05-19 11:00:00,29,33.0,60,80,"Sunny intervals and cloudy; temperature 29-33°C, the highest temperature in the northern and densely populated areas is 1-2°C higher; south wind 2-3 levels; relative humidity 60%-80%."
2018-05-19 16:00:00,28,34.0,55,85,"Sunny intervals and cloudy; temperature 28-34°C, the highest temperature in the northern and densely populated areas is 1-2°C higher; southerly wind of grade 2-3; relative humidity 55%-85%."
2018-05-20 06:00:00,28,35.0,55,85,"Sunny intervals and cloudy, very hot to extremely hot weather; temperature 28-35°C, the highest temperature in the central and northern regions and densely populated areas is 1-2°C higher; southerly wind of 2-3 levels; relative humidity 55%-85%."
2018-05-20 11:00:00,29,35.0,55,85,"Sunny intervals and cloudy, extremely hot weather; temperature range 29-35°C, the highest temperature in central and northern areas and densely populated areas will be 1-2°C higher; southerly wind of grade 2-3; relative humidity 55%-85%."
2018-05-20 16:00:00,28,34.0,55,85,"Sunny intervals and cloudy, extremely hot weather; temperature 28-34°C, 1-2°C higher in the central and northern regions and densely populated areas; southerly wind of grade 2-3; relative humidity 55%-85%."
2018-05-21 06:00:00,27,34.0,55,90,"Sunny intervals and cloudy, extremely hot weather; temperature 27-33°C, the highest temperature in the northern and densely populated areas is 1-2°C higher; southerly wind of magnitude 2-3; relative humidity 55%-90%."
2018-05-21 11:00:00,29,34.0,55,90,"Sunny intervals and cloudy, very hot to extremely hot weather; temperature 29-34°C, 35°C or above in the northern and densely populated areas; southwest wind of grade 2-3; relative humidity 55%-90%."
2018-05-21 16:00:00,27,34.0,55,90,"Sunny intervals and cloudy, extremely hot weather; temperature 27-34°C, the highest temperature in the central and northern areas and densely populated areas can reach 35°C or above; southwesterly wind of grade 2-3; relative humidity 55%-90%."
2018-05-22 06:00:00,27,34.0,55,90,"Sunny intervals and cloudy, extremely hot weather, with local short-term showers in the afternoon; temperature 27-34°C, the highest temperature in the central-north and densely populated areas can reach 35°C or above; southwesterly wind of 2-3 levels; relative humidity 55%-90%."
2018-05-22 11:00:00,27,34.0,55,90,"Sunny intervals and cloudy, very hot weather, with local short-term showers in the afternoon; temperature 27-34°C, the maximum temperature in the central and northern areas and densely populated areas can reach 35°C or higher; southwesterly wind of 2-3 levels; relative humidity 55%-90%."
2018-05-22 16:00:00,27,34.0,55,90,"Sunny intervals and cloudy, extremely hot weather, with short-term showers in some areas in the afternoon; temperature 27-34°C, the highest temperature in the central-north and densely populated areas can reach 36-37°C; easterly wind of magnitude 2-3; relative humidity 55%-90%."
2018-05-23 06:00:00,27,34.0,55,90,"It is sunny with intervals of cloudy, the weather is extremely hot, and there are local short-term showers in the afternoon; the temperature is 27-34°C, and the maximum temperature in the central and northern regions and densely populated areas can reach 36-37°C; the east wind is 2-3 levels; the relative humidity is 55%-90%."
2018-05-23 11:00:00,29,34.0,55,85,"Sunny intervals to cloudy, extremely hot weather, with local short-term showers in the afternoon; temperature 29-34°C, with the highest temperature reaching 36-37°C in the central and northern areas and densely populated areas; northerly wind of 2-3 levels; relative humidity 55%-85%."
2018-05-23 16:00:00,28,34.0,55,90,"Sunny intervals and cloudy, extremely hot; temperature 28-34°C, the highest temperature in the central-northern and densely populated areas is 1-2°C higher; southerly wind of 2-3 levels; relative humidity 55%-90%."
2018-05-24 06:00:00,28,33.0,55,90,"Sunny intervals and cloudy, extremely hot; temperature 28-33°C, 1-2°C higher in the central and northern parts and densely populated areas; southerly wind of 2-3 levels; relative humidity 55%-90%."
2018-05-24 11:00:00,29,34.0,55,75,"Sunny and extremely hot; temperature 29-34°C, above 35°C in the central and northern areas and densely populated areas; south wind 2-3; relative humidity 55%-75%."
2018-05-24 16:00:00,27,33.0,55,95,"Cloudy with sunny intervals, hot to extremely hot weather, with local short-term showers or thunderstorms occasionally; temperature 27-33°C, above 35°C in central-northern and densely populated areas; southerly wind 2-3 levels; relative humidity 55%-95%."
2018-05-25 06:00:00,27,33.0,55,95,"Cloudy with intervals of sunny periods, extremely hot to sweltering weather, with local short-term showers or thunderstorms occasionally; temperature ranging from 27 to 33°C, above 35°C in central and northern areas and densely populated regions; southerly wind of 2 to 3 levels; relative humidity ranging from 55% to 95%."
2018-05-25 11:00:00,29,33.0,55,90,"Partly cloudy to sunny intervals, very hot to extremely hot weather; temperature 29-33°C, 35°C or above in central and northern areas and densely populated areas; southerly wind of grade 2-3; relative humidity 55%-90%."
2018-05-25 16:00:00,27,33.0,55,90,"Partly cloudy and sunny spells, very hot to extremely hot weather; temperature 27-33°C, the maximum temperature in the central and northern regions and densely populated areas is 35°C or above; southerly wind of 2-3 levels; relative humidity 55%-90%."
2018-05-26 06:00:00,27,33.0,55,90,"Cloudy to partly sunny, extremely hot to hot weather, with local short-term showers or thunderstorms; temperature 27-33°C, the highest temperature in the central and northern areas and densely populated areas is 35°C or above; southwest wind 2-3 levels; relative humidity 55%-90%."
2018-05-26 11:00:00,27,33.0,55,90,"It is cloudy to partly sunny, and the weather is hot to extremely hot, with local short-term showers or thunderstorms; the temperature is 27-33°C, and the highest temperature in the central and northern regions and densely populated areas is 35°C or above; the southwest wind is 2-3 levels; the relative humidity is 55%-90%."
2018-05-26 16:00:00,27,33.0,55,90,"Partly cloudy to sunny intervals, very hot to extremely hot weather, with local short-term showers or thunderstorms; temperature 27-33°C, with the highest temperature in the central-northern and densely populated areas at 35°C or above; southwestern wind of 2-3 levels; relative humidity 55%-90%."
2018-05-27 06:00:00,28,34.0,55,90,"Mostly cloudy to sunny intervals, hot to extremely hot weather, with local short-term showers or thunderstorms; temperature 28-34°C, the highest temperature in the central and northern areas and densely populated areas is 35°C or above; southwesterly wind of 2-3 levels; relative humidity 55%-90%."
2018-05-27 11:00:00,30,34.0,55,90,"Mostly cloudy to sunny intervals, very hot to extremely hot weather, with local short-term showers or thunderstorms; temperature 30-34°C; southwest wind of 2-3 levels; relative humidity 55%-90%."
2018-05-27 16:00:00,28,33.0,55,90,"Cloudy intervals and sunny periods, hot to extremely hot weather, with local short-term showers or thunderstorms; temperature 28-33°C; southwesterly winds of grade 2-3; relative humidity 55%-90%."
2018-05-28 06:00:00,27,33.0,55,90,"Cloudy to partly sunny, hot to extremely hot, with local short-term showers or thunderstorms possible; temperature 27-33°C; southwesterly wind 2-3; relative humidity 55%-90%."
2018-05-28 11:00:00,27,33.0,55,75,"Mostly cloudy to sunny intervals, with local short-term showers or thunderstorms occasionally; temperature 27-33°C; southwestern wind level 2-3; relative humidity 55%-75%."
2018-05-28 16:00:00,27,34.0,55,90,"Mostly cloudy to sunny intervals, very hot to extremely hot weather; temperature 27-34°C; southwest wind level 2-3; relative humidity 55%-90%."
2018-05-29 06:00:00,27,34.0,55,90,"It's cloudy to partly sunny, and it's extremely hot with local short-term showers; temperature is 27-34°C; southwest wind is at grade 2 to 3; relative humidity is 55%-90%."
2018-05-29 11:00:00,27,34.0,55,90,"Cloudy to partly sunny, hot to extremely hot with local short-term showers; temperature 28-34°C, the highest temperature in the central-northern and densely populated areas 35°C or above; southwest wind of 2-3 grades; relative humidity 55%-90%."
2018-05-29 16:00:00,28,35.0,55,90,"Sunny intervals and cloudy, hot to extremely hot weather; temperature 28-35°C, the highest temperature in the central-northern and densely populated areas is 37°C or above; southwesterly wind of magnitude 2-3; relative humidity 55%-90%."
2018-05-30 06:00:00,28,35.0,55,90,"Cloudy, extremely hot to sweltering heat; temperature 28-35°C, the highest temperature in the central-northern and densely populated areas is 37°C or above; temperature 28-35°C; southwesterly wind level 2-3; relative humidity 55%-90%."
2018-05-30 11:00:00,28,35.0,55,80,"Sunny intervals and cloudy, extremely hot weather; temperature 28-35°C; southwesterly wind level 2-3; relative humidity 55%-80%."
